Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute
IndiGo,Delhi,Cochin,325,1.0,No info,7464.0,18,5,2019,7,25,2,0
Air Asia,Kolkata,Banglore,155,0.0,No info,4409.0,3,6,2019,12,55,10,20
Multiple carriers,Delhi,Cochin,755,1.0,No info,13838.0,3,3,2019,22,20,9,45
Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,2228.0,18,3,2019,4,25,2,55
SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,3573.0,21,5,2019,12,20,9,30
Air India,Kolkata,Banglore,970,2.0,No info,9920.0,1,4,2019,8,55,16,45
SpiceJet,Delhi,Cochin,270,1.0,No info,5264.0,6,6,2019,13,15,8,45
Jet Airways,Delhi,Cochin,1680,1.0,No info,16079.0,21,5,2019,19,0,15,0
Air India,Kolkata,Banglore,805,2.0,No info,14120.0,6,5,2019,23,15,9,50
Vistara,Banglore,New Delhi,160,0.0,No info,7608.0,24,3,2019,14,40,12,0
IndiGo,Banglore,Delhi,170,0.0,No info,4077.0,15,6,2019,2,20,23,30
Multiple carriers,Delhi,Cochin,720,1.0,No info,12537.0,27,3,2019,21,0,9,0
Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,6,4,2019,11,20,8,20
Jet Airways,Delhi,Cochin,450,1.0,No info,14714.0,27,6,2019,19,0,11,30
Multiple carriers Premium economy,Delhi,Cochin,705,1.0,No info,10161.0,21,3,2019,19,15,7,30
Jet Airways,Kolkata,Banglore,510,1.0,In-flight meal not included,10844.0,18,5,2019,22,35,14,5
Jet Airways,Delhi,Cochin,1225,1.0,No info,15974.0,6,3,2019,4,25,8,0
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,21,5,2019,0,50,22,15
Air India,Kolkata,Banglore,745,1.0,No info,10203.0,9,5,2019,8,55,20,30
Air India,Delhi,Cochin,1585,3.0,No info,12383.0,1,6,2019,7,40,5,15
Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,10368.0,24,6,2019,4,25,5,30
IndiGo,Banglore,New Delhi,295,1.0,No info,4049.0,18,3,2019,21,50,16,55
Jet Airways,Delhi,Cochin,885,1.0,In-flight meal not included,10262.0,27,6,2019,12,35,21,50
SpiceJet,Kolkata,Banglore,140,0.0,No info,3873.0,9,4,2019,0,40,22,20
Air India,Kolkata,Banglore,150,0.0,No info,6245.0,1,4,2019,16,45,14,15
Jet Airways,Delhi,Cochin,1525,1.0,No info,16289.0,9,3,2019,18,50,17,25
SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017.0,1,5,2019,7,15,5,45
Jet Airways,Kolkata,Banglore,965,1.0,No info,13339.0,24,3,2019,22,35,6,30
Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,27,5,2019,11,20,8,20
Air India,Delhi,Cochin,1410,2.0,No info,9443.0,24,6,2019,19,15,19,45
Air India,Delhi,Cochin,1490,2.0,No info,13381.0,6,6,2019,7,40,6,50
Multiple carriers,Delhi,Cochin,690,1.0,No info,12524.0,6,6,2019,19,0,7,30
Vistara,Banglore,New Delhi,160,0.0,No info,5403.0,21,3,2019,14,10,11,30
Jet Airways,Kolkata,Banglore,1400,1.0,In-flight meal not included,10844.0,18,5,2019,18,15,18,55
Jet Airways,Delhi,Cochin,1140,2.0,No info,13882.0,24,6,2019,4,25,9,25
Air India,Delhi,Cochin,1220,2.0,No info,10975.0,12,6,2019,9,25,13,5
Air India,Kolkata,Banglore,580,1.0,No info,6117.0,15,5,2019,4,40,19,0
Vistara,Kolkata,Banglore,1625,1.0,No info,8085.0,12,5,2019,23,25,20,20
Air India,Kolkata,Banglore,1700,2.0,No info,12802.0,24,5,2019,13,45,9,25
Vistara,Banglore,Delhi,155,0.0,No info,4878.0,1,6,2019,19,35,17,0
Jet Airways,Kolkata,Banglore,1570,1.0,No info,14151.0,6,6,2019,19,10,17,0
Jet Airways,Delhi,Cochin,1195,2.0,No info,12819.0,27,6,2019,19,0,23,5
GoAir,Kolkata,Banglore,495,1.0,No info,6945.0,15,5,2019,7,45,23,30
Jet Airways,Banglore,Delhi,165,0.0,No info,7229.0,21,5,2019,8,45,6,0
IndiGo,Banglore,New Delhi,170,0.0,No info,7303.0,24,3,2019,21,45,18,55
Jet Airways,Mumbai,Hyderabad,90,0.0,No info,8040.0,18,6,2019,10,15,8,45
Jet Airways,Delhi,Cochin,1615,2.0,No info,15129.0,1,5,2019,12,35,9,40
SpiceJet,Banglore,Delhi,170,0.0,No info,4991.0,27,4,2019,12,20,9,30
IndiGo,Delhi,Cochin,300,1.0,No info,6827.0,27,3,2019,10,5,5,5
Vistara,Kolkata,Banglore,1625,1.0,No info,8085.0,9,6,2019,23,25,20,20
Multiple carriers,Delhi,Cochin,470,1.0,No info,8625.0,27,5,2019,19,15,11,25
IndiGo,Kolkata,Banglore,335,1.0,No info,4150.0,24,3,2019,9,50,4,15
Multiple carriers,Delhi,Cochin,465,1.0,In-flight meal not included,5797.0,24,6,2019,1,30,17,45
SpiceJet,Mumbai,Hyderabad,80,0.0,No info,3173.0,21,3,2019,14,30,13,10
IndiGo,Delhi,Cochin,860,1.0,No info,7006.0,21,5,2019,21,0,6,40
SpiceJet,Chennai,Kolkata,135,0.0,No info,3597.0,15,6,2019,10,35,8,20
Multiple carriers,Delhi,Cochin,515,1.0,No info,14343.0,9,3,2019,1,35,17,0
Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5769.0,3,6,2019,11,20,8,20
Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,11841.0,9,6,2019,8,15,18,55
Jet Airways,Delhi,Cochin,2135,2.0,No info,19907.0,6,3,2019,4,25,16,50
IndiGo,Banglore,Delhi,165,0.0,No info,3943.0,3,6,2019,8,50,6,5
Air India,Delhi,Cochin,1420,1.0,No info,7480.0,12,6,2019,9,25,9,45
Jet Airways,Delhi,Cochin,1615,2.0,No info,13014.0,24,6,2019,12,35,9,40
Jet Airways,Kolkata,Banglore,1200,1.0,No info,14388.0,21,5,2019,10,5,14,5
IndiGo,Mumbai,Hyderabad,90,0.0,No info,2227.0,24,3,2019,21,35,20,5
SpiceJet,Banglore,Delhi,160,0.0,No info,4423.0,6,4,2019,8,35,5,55
SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,6,5,2019,12,0,9,45
IndiGo,Kolkata,Banglore,165,0.0,No info,4148.0,18,3,2019,0,55,22,10
Multiple carriers,Delhi,Cochin,660,1.0,No info,12192.0,6,6,2019,19,0,8,0
Multiple carriers,Delhi,Cochin,780,1.0,No info,17057.0,3,3,2019,21,0,8,0
IndiGo,Kolkata,Banglore,280,1.0,No info,5699.0,18,5,2019,22,15,17,35
Jet Airways,Kolkata,Banglore,570,1.0,No info,14781.0,21,5,2019,23,35,14,5
Multiple carriers,Delhi,Cochin,765,1.0,No info,9646.0,3,6,2019,22,30,9,45
IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,21,4,2019,21,50,18,55
Jet Airways,Banglore,New Delhi,805,1.0,No info,16736.0,6,3,2019,19,10,5,45
Multiple carriers,Delhi,Cochin,690,1.0,No info,13135.0,6,3,2019,15,30,4,0
Air India,Mumbai,Hyderabad,80,0.0,No info,2050.0,18,3,2019,22,25,21,5
Jet Airways,Kolkata,Banglore,775,1.0,In-flight meal not included,8586.0,18,5,2019,10,5,21,10
SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841.0,18,6,2019,11,25,9,0
Jet Airways,Banglore,New Delhi,625,1.0,In-flight meal not included,7832.0,21,3,2019,16,10,5,45
Air India,Banglore,New Delhi,895,1.0,No info,6781.0,3,3,2019,23,10,8,15
IndiGo,Banglore,New Delhi,300,1.0,No info,6575.0,21,3,2019,0,35,19,35
Air Asia,Delhi,Cochin,625,1.0,No info,6451.0,27,6,2019,7,10,20,45
GoAir,Banglore,New Delhi,175,0.0,No info,5706.0,24,3,2019,23,50,20,55
Jet Airways,Kolkata,Banglore,1295,1.0,No info,12692.0,6,6,2019,18,0,20,25
IndiGo,Kolkata,Banglore,325,1.0,No info,6218.0,6,5,2019,23,30,18,5
Jet Airways,Kolkata,Banglore,1745,1.0,In-flight meal not included,10539.0,9,6,2019,22,5,17,0
IndiGo,Banglore,Delhi,170,0.0,No info,4284.0,12,5,2019,1,0,22,10
Jet Airways,Banglore,New Delhi,860,1.0,In-flight meal not included,11087.0,12,3,2019,13,15,22,55
SpiceJet,Banglore,New Delhi,475,1.0,No info,7294.0,9,3,2019,18,15,10,20
Jet Airways,Kolkata,Banglore,1540,1.0,No info,14151.0,18,5,2019,22,5,20,25
IndiGo,Delhi,Cochin,320,1.0,No info,5298.0,6,4,2019,12,10,6,50
Multiple carriers,Delhi,Cochin,925,1.0,No info,9646.0,1,6,2019,22,30,7,5
Multiple carriers,Delhi,Cochin,485,1.0,No info,13542.0,21,3,2019,1,35,17,30
Multiple carriers,Delhi,Cochin,695,2.0,No info,6653.0,27,3,2019,21,20,9,45
Air India,Banglore,Delhi,165,0.0,No info,6961.0,15,6,2019,8,55,6,10
SpiceJet,Delhi,Cochin,270,1.0,No check-in baggage included,5158.0,21,5,2019,13,15,8,45
Air India,Delhi,Cochin,675,1.0,No info,7199.0,21,3,2019,19,15,8,0
Jet Airways,Banglore,New Delhi,1445,1.0,In-flight meal not included,8147.0,24,3,2019,9,0,8,55
Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678.0,24,5,2019,4,20,2,55
Jet Airways,Kolkata,Banglore,330,1.0,In-flight meal not included,8586.0,12,5,2019,12,0,6,30
IndiGo,Delhi,Cochin,500,1.0,No info,7081.0,18,5,2019,1,30,17,10
Multiple carriers,Delhi,Cochin,395,1.0,No info,7845.0,27,3,2019,1,35,19,0
IndiGo,Kolkata,Banglore,165,0.0,No info,4804.0,15,6,2019,23,10,20,25
IndiGo,Chennai,Kolkata,140,0.0,No info,3858.0,24,5,2019,17,5,14,45
IndiGo,Banglore,Delhi,180,0.0,No info,3943.0,1,6,2019,0,15,21,15
Air India,Delhi,Cochin,185,0.0,No info,8666.0,3,3,2019,21,10,18,5
Multiple carriers,Delhi,Cochin,615,1.0,No info,15373.0,1,5,2019,19,15,9,0
IndiGo,Banglore,New Delhi,170,0.0,No info,6144.0,3,3,2019,2,20,23,30
Jet Airways,Kolkata,Banglore,1450,1.0,No info,11467.0,1,5,2019,9,45,9,35
Air India,Mumbai,Hyderabad,80,0.0,No info,3100.0,27,5,2019,22,25,21,5
Jet Airways,Banglore,Delhi,175,0.0,No info,8016.0,15,6,2019,14,5,11,10
Jet Airways,Kolkata,Banglore,1685,1.0,In-flight meal not included,10703.0,12,5,2019,21,5,17,0
Multiple carriers,Delhi,Cochin,910,1.0,No info,10197.0,18,5,2019,19,0,3,50
IndiGo,Delhi,Cochin,515,1.0,No info,13611.0,6,3,2019,13,20,4,45
Jet Airways,Kolkata,Banglore,1120,1.0,No info,11467.0,1,4,2019,15,5,20,25
IndiGo,Delhi,Cochin,705,1.0,No info,6838.0,3,6,2019,21,0,9,15
Air India,Banglore,New Delhi,965,2.0,No info,11474.0,12,3,2019,22,55,6,50
IndiGo,Banglore,New Delhi,310,1.0,No info,7280.0,9,3,2019,0,40,19,30
Air India,Kolkata,Banglore,1045,2.0,No info,13143.0,21,5,2019,23,15,5,50
IndiGo,Delhi,Cochin,345,1.0,No info,5733.0,27,3,2019,7,45,2,0
Jet Airways,Banglore,New Delhi,1290,1.0,No info,17471.0,6,3,2019,20,20,22,50
Jet Airways,Delhi,Cochin,1215,2.0,No info,14300.0,12,6,2019,4,25,8,10
Jet Airways,Kolkata,Banglore,575,1.0,In-flight meal not included,12384.0,15,5,2019,19,10,9,35
Air Asia,Kolkata,Banglore,710,1.0,No info,5192.0,15,4,2019,19,25,7,35
Multiple carriers,Delhi,Cochin,915,1.0,No info,6916.0,6,3,2019,22,20,7,5
SpiceJet,Delhi,Cochin,360,1.0,No info,9748.0,6,3,2019,21,55,15,55
Multiple carriers,Delhi,Cochin,900,1.0,No info,13677.0,9,3,2019,21,0,6,0
Vistara,Banglore,New Delhi,155,0.0,No info,5613.0,24,3,2019,18,35,16,0
Air India,Delhi,Cochin,170,0.0,No info,6094.0,15,4,2019,8,0,5,10
Air India,Delhi,Cochin,1595,2.0,No info,9968.0,3,6,2019,19,15,16,40
IndiGo,Delhi,Cochin,325,1.0,No info,5636.0,21,4,2019,7,25,2,0
Air India,Delhi,Cochin,170,0.0,No info,6881.0,6,3,2019,8,0,5,10
Multiple carriers,Delhi,Cochin,520,1.0,No info,11264.0,27,6,2019,19,0,10,20
SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,9,6,2019,12,0,9,45
Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4544.0,1,4,2019,18,10,15,15
Multiple carriers,Delhi,Cochin,615,1.0,No info,11789.0,27,6,2019,19,0,8,45
Jet Airways,Kolkata,Banglore,1630,1.0,No info,10953.0,6,5,2019,23,35,20,25
SpiceJet,Chennai,Kolkata,135,0.0,No info,3597.0,6,6,2019,10,35,8,20
Multiple carriers,Delhi,Cochin,830,1.0,In-flight meal not included,5797.0,27,6,2019,1,30,11,40
Jet Airways,Delhi,Cochin,810,2.0,No info,13014.0,27,6,2019,19,0,5,30
IndiGo,Delhi,Cochin,425,1.0,No info,7520.0,18,5,2019,12,10,5,5
Jet Airways,Delhi,Cochin,425,2.0,No info,14441.0,9,6,2019,12,35,5,30
Jet Airways,Delhi,Cochin,1125,2.0,In-flight meal not included,10368.0,24,6,2019,4,25,9,40
Jet Airways,Delhi,Cochin,1595,1.0,In-flight meal not included,12898.0,27,5,2019,12,35,10,0
IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,15,4,2019,10,5,7,10
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,15,5,2019,13,0,10,10
Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4030.0,1,5,2019,14,5,11,10
IndiGo,Kolkata,Banglore,170,0.0,No info,4148.0,21,3,2019,8,20,5,30
Jet Airways,Delhi,Cochin,1250,1.0,No info,12242.0,21,3,2019,18,50,22,0
Vistara,Kolkata,Banglore,1350,1.0,No info,9555.0,18,5,2019,18,50,20,20
IndiGo,Delhi,Cochin,195,0.0,No info,5601.0,6,6,2019,8,50,5,35
Jet Airways,Kolkata,Banglore,1285,1.0,In-flight meal not included,7064.0,1,4,2019,16,20,18,55
Jet Airways,Delhi,Cochin,810,2.0,No info,15129.0,9,5,2019,12,35,23,5
SpiceJet,Kolkata,Banglore,435,1.0,No info,9946.0,9,6,2019,18,30,11,15
Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,9663.0,12,5,2019,9,20,8,25
Jet Airways,Delhi,Cochin,395,1.0,In-flight meal not included,12898.0,3,6,2019,4,25,21,50
Multiple carriers,Delhi,Cochin,910,1.0,No info,12192.0,9,6,2019,19,0,3,50
Jet Airways,Delhi,Cochin,535,2.0,No info,13014.0,9,6,2019,4,25,19,30
Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5769.0,18,6,2019,10,10,7,10
Vistara,Banglore,New Delhi,175,0.0,No info,7608.0,3,3,2019,0,5,21,10
Vistara,Banglore,Delhi,160,0.0,No info,4668.0,21,5,2019,9,40,7,0
Jet Airways,Kolkata,Banglore,740,1.0,In-flight meal not included,10844.0,18,5,2019,20,45,8,25
Air India,Delhi,Cochin,795,1.0,No info,8907.0,27,6,2019,23,0,9,45
SpiceJet,Delhi,Cochin,315,1.0,No info,5583.0,27,6,2019,11,20,6,5
Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678.0,24,5,2019,21,5,19,35
IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,12,6,2019,21,50,18,55
Vistara,Kolkata,Banglore,790,1.0,No info,9345.0,18,5,2019,20,20,7,10
IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,21,6,2019,11,20,8,30
Jet Airways,Banglore,New Delhi,160,0.0,No info,18308.0,6,3,2019,22,35,19,55
Air India,Kolkata,Banglore,1195,2.0,No info,10151.0,1,5,2019,7,55,12,0
SpiceJet,Delhi,Cochin,270,1.0,No info,4812.0,24,4,2019,13,15,8,45
IndiGo,Banglore,Delhi,180,0.0,No info,3943.0,27,6,2019,0,15,21,15
Jet Airways,Banglore,New Delhi,1200,1.0,No info,16736.0,6,3,2019,7,40,11,40
IndiGo,Kolkata,Banglore,270,1.0,No info,9806.0,24,3,2019,16,25,11,55
Jet Airways,Banglore,New Delhi,890,1.0,In-flight meal not included,7832.0,21,3,2019,11,25,20,35
Multiple carriers,Delhi,Cochin,765,1.0,No info,9646.0,15,6,2019,22,30,9,45
Jet Airways,Banglore,New Delhi,1425,1.0,In-flight meal not included,7832.0,21,3,2019,11,25,11,40
IndiGo,Delhi,Cochin,425,1.0,No info,14871.0,6,3,2019,15,30,8,25
Jet Airways,Delhi,Cochin,425,2.0,In-flight meal not included,15544.0,18,5,2019,12,35,5,30
Jet Airways,Delhi,Cochin,925,1.0,In-flight meal not included,10262.0,1,6,2019,4,25,13,0
Jet Airways,Kolkata,Banglore,1330,1.0,In-flight meal not included,8586.0,21,5,2019,4,40,6,30
Jet Airways,Kolkata,Banglore,875,1.0,No info,13941.0,1,5,2019,4,40,14,5
Multiple carriers,Delhi,Cochin,545,1.0,No info,7905.0,3,3,2019,16,10,7,5
IndiGo,Banglore,New Delhi,175,0.0,No info,6860.0,24,3,2019,10,5,7,10
Jet Airways,Delhi,Cochin,1385,1.0,In-flight meal not included,14053.0,9,3,2019,18,50,19,45
IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175.0,12,6,2019,18,25,16,55
Multiple carriers,Delhi,Cochin,545,1.0,No info,8018.0,9,5,2019,16,10,7,5
Multiple carriers,Delhi,Cochin,690,1.0,No info,13377.0,1,6,2019,1,30,14,0
SpiceJet,Kolkata,Banglore,160,0.0,No info,4622.0,3,3,2019,9,35,6,55
Vistara,Banglore,New Delhi,160,0.0,No info,7240.0,9,3,2019,14,10,11,30
Air India,Delhi,Cochin,1180,2.0,No info,9968.0,9,5,2019,7,40,12,0
Air India,Delhi,Cochin,180,0.0,No info,6934.0,1,6,2019,17,10,14,10
SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,3919.0,6,6,2019,12,20,9,30
Air Asia,Kolkata,Banglore,150,0.0,No info,3807.0,15,6,2019,1,20,22,50
Multiple carriers,Delhi,Cochin,460,1.0,No info,10678.0,15,6,2019,12,35,4,55
IndiGo,Delhi,Cochin,195,0.0,No info,5601.0,27,5,2019,0,20,21,5
IndiGo,Kolkata,Banglore,155,0.0,No info,4174.0,12,4,2019,7,15,4,40
Multiple carriers,Delhi,Cochin,480,1.0,No info,7408.0,6,6,2019,21,0,13,0
Jet Airways,Kolkata,Banglore,860,2.0,In-flight meal not included,10118.0,21,5,2019,20,50,6,30
Air India,Kolkata,Banglore,965,1.0,No info,4437.0,6,4,2019,11,5,19,0
SpiceJet,Delhi,Cochin,270,1.0,No check-in baggage included,4760.0,24,6,2019,13,15,8,45
Air India,Mumbai,Hyderabad,90,0.0,No info,3625.0,1,6,2019,15,25,13,55
Vistara,Banglore,New Delhi,155,0.0,No info,5613.0,21,3,2019,18,35,16,0
Jet Airways,Kolkata,Banglore,1655,1.0,No info,13941.0,6,5,2019,10,5,6,30
IndiGo,Mumbai,Hyderabad,85,0.0,No info,5755.0,3,3,2019,20,30,19,5
IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,15,5,2019,13,30,12,0
IndiGo,Kolkata,Banglore,160,0.0,No info,4462.0,27,3,2019,23,5,20,25
Air India,Kolkata,Banglore,875,2.0,No info,11201.0,24,5,2019,20,25,5,50
IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,15,5,2019,10,5,7,10
IndiGo,Delhi,Cochin,880,2.0,No info,6494.0,21,3,2019,21,20,6,40
Jet Airways,Delhi,Cochin,910,2.0,In-flight meal not included,11270.0,6,6,2019,12,35,21,25
SpiceJet,Chennai,Kolkata,155,0.0,No check-in baggage included,3332.0,21,3,2019,12,5,9,30
IndiGo,Delhi,Cochin,455,1.0,No info,7663.0,3,3,2019,16,10,8,35
Multiple carriers,Delhi,Cochin,780,1.0,No info,11789.0,12,6,2019,19,0,6,0
IndiGo,Delhi,Cochin,515,1.0,No info,6558.0,21,3,2019,16,10,7,35
Jet Airways,Delhi,Cochin,330,1.0,In-flight meal not included,12898.0,27,5,2019,12,35,7,5
Air India,Delhi,Cochin,640,1.0,No info,8372.0,12,6,2019,7,40,21,0
IndiGo,Kolkata,Banglore,275,1.0,No info,4860.0,24,4,2019,0,10,19,35
GoAir,Delhi,Cochin,355,1.0,No info,4959.0,3,6,2019,12,55,7,0
Multiple carriers,Delhi,Cochin,575,1.0,In-flight meal not included,14086.0,9,3,2019,1,35,16,0
IndiGo,Mumbai,Hyderabad,435,1.0,No info,7681.0,6,3,2019,23,0,15,45
Jet Airways,Banglore,New Delhi,1135,1.0,No info,17261.0,6,3,2019,9,0,14,5
IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,21,5,2019,10,40,9,10
Jet Airways,Delhi,Cochin,1280,1.0,In-flight meal not included,12898.0,21,5,2019,4,25,7,5
IndiGo,Delhi,Cochin,705,1.0,No info,6838.0,24,6,2019,21,0,9,15
IndiGo,Delhi,Cochin,965,1.0,No info,8784.0,27,5,2019,21,0,4,55
IndiGo,Delhi,Cochin,305,1.0,No info,8258.0,3,3,2019,1,35,20,30
Jet Airways,Banglore,New Delhi,625,1.0,No info,26890.0,1,3,2019,16,10,5,45
Jet Airways,Delhi,Cochin,395,1.0,No info,14714.0,12,6,2019,4,25,21,50
Multiple carriers,Delhi,Cochin,455,1.0,No info,8266.0,6,6,2019,19,15,11,40
Multiple carriers,Delhi,Cochin,455,1.0,No info,10678.0,24,6,2019,19,0,11,25
Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544.0,27,4,2019,20,45,17,45
Jet Airways,Delhi,Cochin,1025,2.0,No info,13014.0,18,5,2019,12,35,19,30
IndiGo,Kolkata,Banglore,240,1.0,No info,4226.0,9,5,2019,10,20,6,20
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,27,5,2019,15,50,13,0
Jet Airways,Kolkata,Banglore,510,1.0,No info,14781.0,12,5,2019,22,35,14,5
Air India,Mumbai,Hyderabad,75,0.0,No info,2575.0,27,3,2019,20,45,19,30
Multiple carriers,Delhi,Cochin,725,1.0,No info,8055.0,27,3,2019,21,0,8,55
Vistara,Banglore,Delhi,170,0.0,No info,5613.0,12,4,2019,23,50,21,0
Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,12373.0,18,5,2019,4,25,2,15
IndiGo,Delhi,Cochin,560,1.0,No info,6442.0,15,4,2019,16,10,6,50
Vistara,Banglore,New Delhi,165,0.0,No info,4878.0,21,3,2019,12,35,9,50
Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544.0,9,4,2019,22,50,19,50
Jet Airways,Delhi,Cochin,2820,2.0,No info,20064.0,3,3,2019,4,25,5,25
Multiple carriers,Delhi,Cochin,600,1.0,No info,12717.0,1,6,2019,19,0,9,0
IndiGo,Kolkata,Banglore,340,1.0,No info,9413.0,24,3,2019,20,10,14,30
Vistara,Mumbai,Hyderabad,435,1.0,No info,12395.0,6,3,2019,22,55,15,40
Multiple carriers,Delhi,Cochin,760,1.0,No info,7670.0,15,5,2019,1,30,12,50
Jet Airways,Banglore,New Delhi,325,1.0,In-flight meal not included,9134.0,15,3,2019,12,25,7,0
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,12,5,2019,13,0,10,10
Air India,Banglore,Delhi,165,0.0,No info,6961.0,27,5,2019,19,45,17,0
Jet Airways,Kolkata,Banglore,945,1.0,In-flight meal not included,8586.0,1,5,2019,8,15,16,30
Air Asia,Delhi,Cochin,870,1.0,No info,6152.0,24,6,2019,22,25,7,55
IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,15,6,2019,10,40,9,10
IndiGo,Mumbai,Hyderabad,90,0.0,No info,2227.0,1,6,2019,22,50,21,20
IndiGo,Banglore,New Delhi,300,1.0,No info,11873.0,3,3,2019,19,25,14,25
Multiple carriers,Delhi,Cochin,760,1.0,No info,7530.0,3,6,2019,1,30,12,50
IndiGo,Kolkata,Banglore,165,0.0,No info,4804.0,24,5,2019,12,20,9,35
Air India,Delhi,Cochin,735,1.0,No info,8669.0,12,6,2019,19,15,7,0
IndiGo,Delhi,Cochin,975,1.0,No info,6628.0,6,6,2019,1,30,9,15
Jet Airways,Delhi,Cochin,600,1.0,In-flight meal not included,10262.0,15,6,2019,19,0,9,0
Jet Airways,Delhi,Cochin,425,2.0,In-flight meal not included,15544.0,27,5,2019,12,35,5,30
Jet Airways,Banglore,New Delhi,725,1.0,No info,17261.0,6,3,2019,9,30,21,25
Air India,Banglore,Delhi,170,0.0,No info,5228.0,15,5,2019,23,55,21,5
Air India,Banglore,New Delhi,170,0.0,No info,12526.0,1,3,2019,16,10,13,20
IndiGo,Kolkata,Banglore,330,1.0,No info,4864.0,9,5,2019,12,40,7,10
SpiceJet,Banglore,Delhi,175,0.0,No info,3625.0,24,4,2019,0,5,21,10
Jet Airways,Banglore,Delhi,175,0.0,No info,7229.0,18,5,2019,18,10,15,15
Multiple carriers,Delhi,Cochin,580,1.0,No info,15135.0,3,3,2019,18,50,9,10
Jet Airways,Banglore,Delhi,185,0.0,No info,7229.0,12,4,2019,22,0,18,55
Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,10262.0,15,6,2019,4,25,2,15
Air India,Delhi,Cochin,1660,1.0,No info,10315.0,9,3,2019,7,40,4,0
Multiple carriers,Delhi,Cochin,620,1.0,No info,7695.0,21,3,2019,1,35,15,15
Jet Airways,Delhi,Cochin,825,1.0,In-flight meal not included,10262.0,1,6,2019,12,35,22,50
Multiple carriers,Delhi,Cochin,465,1.0,No info,14323.0,9,5,2019,19,15,11,30
Air India,Banglore,New Delhi,1730,1.0,No info,17198.0,1,3,2019,18,40,13,50
Jet Airways,Kolkata,Banglore,1260,1.0,No info,13759.0,24,3,2019,18,10,21,10
Multiple carriers,Delhi,Cochin,505,1.0,No info,14486.0,21,3,2019,15,30,7,5
Jet Airways,Delhi,Cochin,300,1.0,No info,14714.0,12,6,2019,19,0,14,0
GoAir,Banglore,New Delhi,175,0.0,No info,3898.0,24,3,2019,14,35,11,40
IndiGo,Delhi,Cochin,295,1.0,No info,6496.0,9,6,2019,10,5,5,10
Jet Airways,Kolkata,Banglore,400,1.0,In-flight meal not included,10844.0,9,5,2019,20,45,14,5
Jet Airways,Banglore,New Delhi,530,1.0,In-flight meal not included,7045.0,21,3,2019,7,40,22,50
Multiple carriers,Delhi,Cochin,625,2.0,No info,16840.0,18,5,2019,1,30,15,5
IndiGo,Mumbai,Hyderabad,85,0.0,No info,4784.0,6,3,2019,7,45,6,20
SpiceJet,Delhi,Cochin,270,1.0,No check-in baggage included,4760.0,9,5,2019,13,15,8,45
Air Asia,Kolkata,Banglore,155,0.0,No info,4384.0,18,3,2019,12,55,10,20
SpiceJet,Kolkata,Banglore,145,0.0,No info,4174.0,21,5,2019,11,25,9,0
Air India,Delhi,Cochin,1595,2.0,No info,9443.0,24,6,2019,19,15,16,40
Air India,Delhi,Cochin,1420,2.0,No info,10975.0,21,5,2019,9,25,9,45
SpiceJet,Chennai,Kolkata,140,0.0,No info,3597.0,15,5,2019,20,5,17,45
Air India,Delhi,Cochin,185,0.0,No info,6094.0,15,5,2019,21,10,18,5
Jet Airways,Banglore,New Delhi,920,1.0,No info,16736.0,6,3,2019,8,15,16,55
