,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute
7517,Jet Airways,Delhi,Cochin,1375,2.0,No info,15129.0,18,5,2019,4,25,5,30
7518,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,18,6,2019,10,35,8,20
7519,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965.0,21,6,2019,14,45,13,15
7520,Air Asia,Banglore,Delhi,170,0.0,No info,4282.0,6,5,2019,7,45,4,55
7521,Air India,Kolkata,Banglore,1620,2.0,No info,14508.0,6,5,2019,10,0,7,0
7522,Air Asia,Kolkata,Banglore,220,1.0,No info,5162.0,12,5,2019,10,30,6,50
7523,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,10262.0,12,6,2019,19,0,19,15
7524,Multiple carriers,Delhi,Cochin,765,1.0,No info,15237.0,9,3,2019,19,45,7,0
7525,Multiple carriers,Delhi,Cochin,440,1.0,No info,12524.0,1,6,2019,19,0,11,40
7526,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,10844.0,18,5,2019,19,50,18,55
7527,Air India,Banglore,New Delhi,1510,1.0,No info,5092.0,21,3,2019,13,0,11,50
7528,Multiple carriers,Delhi,Cochin,600,1.0,No info,8309.0,18,5,2019,19,15,9,15
7529,GoAir,Delhi,Cochin,355,1.0,No info,4106.0,9,4,2019,13,20,7,25
7530,Jet Airways,Kolkata,Banglore,1520,1.0,No info,14151.0,9,6,2019,10,55,9,35
7531,Jet Airways,Delhi,Cochin,620,1.0,In-flight meal not included,5177.0,6,4,2019,12,35,2,15
7532,Jet Airways,Kolkata,Banglore,400,1.0,In-flight meal not included,10844.0,21,5,2019,20,45,14,5
7533,IndiGo,Banglore,Delhi,180,0.0,No info,4823.0,18,5,2019,19,55,16,55
7534,Jet Airways,Delhi,Cochin,1530,1.0,In-flight meal not included,10262.0,9,6,2019,19,0,17,30
7535,Air India,Delhi,Cochin,1380,2.0,No info,13381.0,21,5,2019,19,15,20,15
7536,IndiGo,Chennai,Kolkata,145,0.0,No info,4332.0,1,5,2019,14,0,11,35
7537,Jet Airways,Banglore,New Delhi,760,1.0,No info,26890.0,1,3,2019,18,25,5,45
7538,Air India,Delhi,Cochin,1245,2.0,No info,12803.0,15,5,2019,7,40,10,55
7539,Jet Airways,Kolkata,Banglore,1575,1.0,In-flight meal not included,8529.0,12,6,2019,16,20,14,5
7540,SpiceJet,Kolkata,Banglore,145,0.0,No info,3873.0,3,4,2019,11,25,9,0
7541,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,10844.0,6,6,2019,16,20,8,25
7542,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,6144.0,3,5,2019,22,50,19,50
7543,Jet Airways,Banglore,Delhi,175,0.0,No info,7229.0,1,5,2019,14,5,11,10
7544,Jet Airways,Delhi,Cochin,705,1.0,No info,12767.0,21,3,2019,18,50,7,5
7545,Jet Airways,Banglore,Delhi,175,0.0,No info,7229.0,6,5,2019,18,10,15,15
7546,Multiple carriers,Delhi,Cochin,470,1.0,No info,7354.0,12,6,2019,19,15,11,25
7547,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,21,5,2019,10,40,9,10
7548,Multiple carriers,Delhi,Cochin,840,1.0,No info,13377.0,27,5,2019,1,30,11,30
7549,IndiGo,Banglore,New Delhi,170,0.0,No info,6144.0,15,3,2019,13,0,10,10
7550,Multiple carriers,Delhi,Cochin,795,1.0,No info,8266.0,15,5,2019,19,15,6,0
7551,Air India,Delhi,Cochin,1580,2.0,No info,10975.0,15,5,2019,9,25,7,5
7552,Multiple carriers,Delhi,Cochin,720,1.0,No info,12192.0,15,6,2019,19,0,7,0
7553,Jet Airways,Delhi,Cochin,2245,2.0,No info,12273.0,27,3,2019,19,45,6,20
7554,Jet Airways,Banglore,New Delhi,640,1.0,No info,26890.0,1,3,2019,0,45,14,5
7555,Multiple carriers,Delhi,Cochin,575,1.0,In-flight meal not included,15136.0,6,3,2019,1,35,16,0
7556,Jet Airways,Delhi,Cochin,330,1.0,In-flight meal not included,10262.0,9,6,2019,12,35,7,5
7557,Jet Airways,Delhi,Cochin,1530,1.0,In-flight meal not included,10262.0,3,6,2019,19,0,17,30
7558,Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,2228.0,24,3,2019,17,20,15,50
7559,IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,27,6,2019,21,55,19,35
7560,SpiceJet,Kolkata,Banglore,155,0.0,No check-in baggage included,3841.0,15,5,2019,9,30,6,55
7561,Jet Airways,Kolkata,Banglore,425,1.0,In-flight meal not included,9899.0,12,6,2019,23,35,16,30
7562,Multiple carriers,Delhi,Cochin,555,1.0,No info,13587.0,9,6,2019,11,30,2,15
7563,Air Asia,Kolkata,Banglore,150,0.0,No info,4409.0,9,6,2019,22,25,19,55
7564,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2227.0,6,5,2019,22,50,21,20
7565,Air India,Mumbai,Hyderabad,80,0.0,No info,4937.0,3,3,2019,7,40,6,20
7566,IndiGo,Kolkata,Banglore,345,1.0,No info,9319.0,24,3,2019,11,20,5,35
7567,Jet Airways,Kolkata,Banglore,505,1.0,No info,14151.0,12,5,2019,18,0,9,35
7568,Jet Airways,Delhi,Cochin,360,1.0,No info,14714.0,9,6,2019,19,0,13,0
7569,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,3,5,2019,20,45,17,45
7570,Vistara,Chennai,Kolkata,140,0.0,No info,11982.0,3,5,2019,20,5,17,45
7571,IndiGo,Banglore,Delhi,175,0.0,No info,4990.0,12,4,2019,21,20,18,25
7572,Multiple carriers,Delhi,Cochin,505,1.0,No info,9103.0,21,5,2019,19,0,10,35
7573,SpiceJet,Chennai,Kolkata,155,0.0,No info,6300.0,12,3,2019,12,5,9,30
7574,Jet Airways,Delhi,Cochin,425,2.0,No info,14441.0,24,6,2019,12,35,5,30
7575,Air India,Kolkata,Banglore,545,1.0,No info,8366.0,12,6,2019,18,30,9,25
7576,SpiceJet,Delhi,Cochin,380,1.0,No info,7317.0,18,5,2019,22,5,15,45
7577,GoAir,Banglore,New Delhi,175,0.0,No info,3898.0,24,3,2019,10,40,7,45
7578,Jet Airways,Delhi,Cochin,1210,1.0,No info,14714.0,1,6,2019,19,0,22,50
7579,SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841.0,18,6,2019,11,25,9,0
7580,Multiple carriers,Delhi,Cochin,615,1.0,No info,15373.0,1,5,2019,19,15,9,0
7581,Air India,Kolkata,Banglore,1610,2.0,No info,11222.0,9,5,2019,11,10,8,20
7582,Multiple carriers,Delhi,Cochin,860,1.0,No info,7155.0,24,6,2019,19,15,4,55
7583,Multiple carriers,Delhi,Cochin,620,1.0,No info,15200.0,9,3,2019,1,35,15,15
7584,Jet Airways,Banglore,New Delhi,780,1.0,In-flight meal not included,7832.0,21,3,2019,7,40,18,40
7585,IndiGo,Delhi,Cochin,300,1.0,No info,6593.0,3,6,2019,21,0,16,0
7586,Air India,Kolkata,Banglore,1650,3.0,No info,13007.0,6,5,2019,10,30,7,0
7587,Jet Airways,Delhi,Cochin,535,1.0,In-flight meal not included,15400.0,6,3,2019,18,50,9,55
7588,Air India,Kolkata,Banglore,1440,1.0,No info,6528.0,9,6,2019,14,35,14,35
7589,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,10368.0,24,6,2019,12,35,9,40
7590,IndiGo,Delhi,Cochin,965,1.0,No info,6162.0,24,4,2019,21,0,4,55
7591,Jet Airways,Banglore,New Delhi,1135,1.0,No info,17261.0,6,3,2019,9,0,14,5
7592,Jet Airways,Kolkata,Banglore,1695,1.0,In-flight meal not included,7064.0,1,4,2019,20,45,16,30
7593,Jet Airways,Delhi,Cochin,1490,2.0,No info,13882.0,9,6,2019,12,35,11,45
7594,Vistara,Delhi,Cochin,190,0.0,No info,6216.0,3,6,2019,17,50,14,40
7595,Jet Airways,Delhi,Cochin,440,2.0,In-flight meal not included,19644.0,18,5,2019,19,0,11,40
7596,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4544.0,9,5,2019,18,10,15,15
7597,IndiGo,Chennai,Kolkata,145,0.0,No info,3384.0,27,3,2019,17,5,14,40
7598,IndiGo,Kolkata,Banglore,150,0.0,No info,4804.0,6,6,2019,17,45,15,15
7599,Jet Airways,Kolkata,Banglore,1435,1.0,In-flight meal not included,10031.0,24,3,2019,19,40,19,45
7600,Jet Airways,Kolkata,Banglore,665,1.0,In-flight meal not included,8586.0,12,5,2019,8,15,21,10
7601,Jet Airways,Banglore,New Delhi,375,1.0,In-flight meal not included,7832.0,21,3,2019,13,15,7,0
7602,Vistara,Kolkata,Banglore,965,1.0,No info,10027.0,24,5,2019,9,5,17,0
7603,IndiGo,Mumbai,Hyderabad,85,0.0,No info,2754.0,18,3,2019,13,25,12,0
7604,Jet Airways,Delhi,Cochin,1225,1.0,No info,12767.0,21,3,2019,4,25,8,0
7605,GoAir,Kolkata,Banglore,455,1.0,No info,8777.0,9,5,2019,0,15,16,40
7606,GoAir,Delhi,Cochin,310,1.0,No info,7870.0,24,6,2019,19,35,14,25
7607,Air India,Kolkata,Banglore,1390,2.0,No info,9416.0,12,6,2019,11,10,12,0
7608,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,2175.0,6,5,2019,0,15,22,45
7609,Multiple carriers,Delhi,Cochin,765,1.0,No info,9646.0,24,6,2019,22,30,9,45
7610,Jet Airways,Kolkata,Banglore,520,1.0,No info,13731.0,24,5,2019,4,40,20,0
7611,Air India,Delhi,Cochin,2170,2.0,No info,11552.0,6,3,2019,19,15,7,5
7612,Air India,Banglore,New Delhi,2315,2.0,No info,10783.0,18,3,2019,23,25,8,50
7613,Jet Airways,Kolkata,Banglore,1285,1.0,No info,11467.0,1,5,2019,14,25,17,0
7614,Air India,Delhi,Cochin,735,1.0,No info,8879.0,3,6,2019,19,15,7,0
7615,Multiple carriers,Delhi,Cochin,760,1.0,No info,6795.0,6,6,2019,1,30,12,50
7616,IndiGo,Delhi,Cochin,480,1.0,No info,14871.0,3,3,2019,15,30,7,30
7617,Multiple carriers,Delhi,Cochin,630,2.0,No info,34503.0,3,3,2019,1,35,15,5
7618,Air India,Delhi,Cochin,1580,2.0,No info,10975.0,15,6,2019,9,25,7,5
7619,Air India,Kolkata,Banglore,805,2.0,No info,15170.0,24,5,2019,23,15,9,50
7620,Air India,Kolkata,Banglore,1440,1.0,No info,7001.0,1,5,2019,14,35,14,35
7621,Air India,Kolkata,Banglore,545,1.0,No info,8576.0,18,5,2019,18,30,9,25
7622,Jet Airways,Delhi,Cochin,535,2.0,No info,15129.0,9,5,2019,4,25,19,30
7623,IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,9,4,2019,11,20,8,30
7624,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,10844.0,21,5,2019,19,50,6,30
7625,Vistara,Kolkata,Banglore,1440,1.0,No info,8085.0,9,6,2019,20,20,20,20
7626,Jet Airways,Delhi,Cochin,2045,2.0,No info,20747.0,3,3,2019,4,25,18,20
7627,Air India,Kolkata,Banglore,925,1.0,No info,10203.0,6,5,2019,8,55,17,30
7628,Jet Airways,Delhi,Cochin,1395,1.0,In-flight meal not included,12898.0,21,5,2019,19,0,19,45
7629,Jet Airways,Kolkata,Banglore,1545,1.0,No info,13941.0,12,5,2019,8,15,6,30
7630,IndiGo,Delhi,Cochin,625,1.0,No info,7503.0,18,5,2019,21,0,10,35
7631,Jet Airways,Delhi,Cochin,600,1.0,No info,14714.0,1,6,2019,19,0,9,0
7632,IndiGo,Delhi,Cochin,275,1.0,No info,5054.0,24,6,2019,12,10,7,35
7633,GoAir,Banglore,New Delhi,175,0.0,No info,8722.0,15,3,2019,23,50,20,55
7634,Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,8586.0,6,5,2019,10,5,6,30
7635,Air India,Banglore,Delhi,170,0.0,No info,5228.0,9,6,2019,23,55,21,5
7636,Air India,Mumbai,Hyderabad,90,0.0,No info,3100.0,9,5,2019,15,25,13,55
7637,IndiGo,Delhi,Cochin,195,0.0,No info,6541.0,1,6,2019,8,50,5,35
7638,Multiple carriers,Delhi,Cochin,535,1.0,No info,8266.0,21,5,2019,19,15,10,20
7639,IndiGo,Delhi,Cochin,415,1.0,No info,6628.0,3,6,2019,1,30,18,35
7640,Jet Airways,Kolkata,Banglore,730,1.0,In-flight meal not included,9663.0,21,5,2019,4,40,16,30
7641,Jet Airways,Kolkata,Banglore,365,1.0,In-flight meal not included,9899.0,12,6,2019,22,35,16,30
7642,IndiGo,Delhi,Cochin,985,2.0,No info,6223.0,27,3,2019,21,20,4,55
7643,IndiGo,Kolkata,Banglore,315,1.0,No info,5380.0,9,6,2019,20,30,15,15
7644,Multiple carriers,Delhi,Cochin,810,1.0,No info,7740.0,6,6,2019,21,0,7,30
7645,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,9899.0,12,6,2019,19,50,6,30
7646,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,5198.0,18,5,2019,14,5,11,10
7647,Jet Airways,Delhi,Cochin,1380,2.0,In-flight meal not included,9254.0,27,3,2019,4,25,5,25
7648,Jet Airways,Kolkata,Banglore,1200,1.0,No info,14388.0,18,5,2019,10,5,14,5
7649,Vistara,Kolkata,Banglore,1555,1.0,No info,8137.0,6,5,2019,9,5,7,10
7650,Air India,Delhi,Cochin,1380,2.0,No info,13591.0,9,5,2019,19,15,20,15
7651,SpiceJet,Kolkata,Banglore,435,1.0,No info,8479.0,12,5,2019,18,50,11,35
7652,Jet Airways,Kolkata,Banglore,1400,1.0,In-flight meal not included,10844.0,15,5,2019,18,15,18,55
7653,Air India,Kolkata,Banglore,1615,1.0,No info,10203.0,12,6,2019,20,25,17,30
7654,IndiGo,Delhi,Cochin,490,1.0,No info,6938.0,12,6,2019,22,30,14,20
7655,Multiple carriers,Delhi,Cochin,765,1.0,No info,9646.0,15,6,2019,22,30,9,45
7656,IndiGo,Delhi,Cochin,300,1.0,No info,6593.0,1,6,2019,21,0,16,0
7658,Multiple carriers,Delhi,Cochin,615,1.0,No info,7670.0,15,5,2019,1,30,15,15
7659,Air India,Kolkata,Banglore,525,2.0,No info,15894.0,6,6,2019,23,15,14,30
7660,Jet Airways,Kolkata,Banglore,435,1.0,In-flight meal not included,5608.0,15,5,2019,17,35,10,20
7661,GoAir,Delhi,Cochin,355,1.0,No info,5842.0,21,5,2019,13,20,7,25
7662,SpiceJet,Delhi,Cochin,270,1.0,No info,4466.0,27,3,2019,13,15,8,45
7663,IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,24,6,2019,15,35,13,15
7664,Jet Airways,Banglore,New Delhi,680,1.0,No info,13555.0,18,3,2019,23,0,11,40
7665,Air India,Delhi,Cochin,555,1.0,No info,10979.0,3,6,2019,19,15,10,0
7666,Jet Airways,Delhi,Cochin,810,2.0,No info,15129.0,18,5,2019,19,0,5,30
7667,Air India,Delhi,Cochin,180,0.0,No info,5674.0,21,3,2019,17,10,14,10
7668,Vistara,Banglore,Delhi,170,0.0,No info,5613.0,27,4,2019,12,35,9,45
7669,SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,5725.0,24,3,2019,0,40,22,20
7670,IndiGo,Banglore,New Delhi,170,0.0,No info,10067.0,9,3,2019,19,45,16,55
7671,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,4885.0,12,4,2019,12,20,9,30
7672,Air India,Delhi,Cochin,1640,1.0,No info,7690.0,9,6,2019,9,25,6,5
7673,IndiGo,Delhi,Cochin,305,1.0,No info,8258.0,3,3,2019,1,35,20,30
7674,Multiple carriers,Delhi,Cochin,840,1.0,No info,7408.0,12,6,2019,21,0,7,0
7675,Jet Airways,Kolkata,Banglore,740,1.0,In-flight meal not included,10844.0,24,5,2019,20,45,8,25
7676,Jet Airways,Delhi,Cochin,1600,2.0,In-flight meal not included,8728.0,21,3,2019,18,50,16,10
7677,IndiGo,Delhi,Cochin,575,1.0,No info,5894.0,24,6,2019,21,0,11,25
7678,Air India,Kolkata,Banglore,155,0.0,No info,4435.0,12,3,2019,23,20,20,45
7679,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4050.0,21,5,2019,4,20,2,55
7680,IndiGo,Kolkata,Banglore,155,0.0,No info,4174.0,15,4,2019,0,50,22,15
7681,Air India,Delhi,Cochin,1420,1.0,No info,5957.0,27,3,2019,9,25,9,45
7682,Jet Airways,Kolkata,Banglore,1685,1.0,No info,12692.0,9,6,2019,21,5,17,0
7683,IndiGo,Banglore,New Delhi,170,0.0,No info,7303.0,24,3,2019,19,45,16,55
7684,Air India,Kolkata,Banglore,965,1.0,No info,6117.0,1,5,2019,11,5,19,0
7685,IndiGo,Delhi,Cochin,195,0.0,No info,6015.0,12,5,2019,8,50,5,35
7686,Air India,Kolkata,Banglore,1210,2.0,No info,11642.0,9,6,2019,5,35,9,25
7687,Multiple carriers,Delhi,Cochin,755,1.0,No info,7564.0,18,5,2019,19,15,6,40
7688,IndiGo,Banglore,Delhi,180,0.0,No info,4823.0,24,4,2019,19,55,16,55
7689,IndiGo,Delhi,Cochin,665,1.0,No info,6442.0,27,6,2019,16,10,5,5
7690,Air India,Kolkata,Banglore,965,1.0,No info,6327.0,9,6,2019,11,5,19,0
7691,Air India,Delhi,Cochin,1350,1.0,No info,7416.0,27,3,2019,8,15,9,45
7692,Air India,Delhi,Cochin,1470,2.0,No info,14588.0,27,5,2019,7,40,7,10
7693,Multiple carriers,Delhi,Cochin,930,1.0,No info,7198.0,12,6,2019,1,30,10,0
7694,Air India,Delhi,Cochin,735,1.0,No info,8669.0,27,6,2019,19,15,7,0
7695,IndiGo,Delhi,Cochin,860,1.0,No info,6093.0,9,6,2019,21,0,6,40
7696,Air India,Kolkata,Banglore,1320,2.0,No info,15107.0,9,5,2019,12,30,14,30
7697,Air India,Delhi,Cochin,1360,1.0,No info,8372.0,18,5,2019,7,40,9,0
7698,Jet Airways,Kolkata,Banglore,850,1.0,In-flight meal not included,7064.0,1,4,2019,22,35,8,25
7699,Vistara,Kolkata,Banglore,945,1.0,No info,12732.0,24,3,2019,22,55,7,10
7700,SpiceJet,Chennai,Kolkata,140,0.0,No info,3597.0,27,6,2019,20,5,17,45
7701,IndiGo,Banglore,New Delhi,180,0.0,No info,7303.0,24,3,2019,11,30,8,30
7702,Air India,Kolkata,Banglore,875,2.0,No info,10991.0,6,6,2019,20,25,5,50
7703,Air India,Banglore,New Delhi,1490,1.0,No info,10321.0,9,3,2019,11,20,10,30
7704,IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,6,6,2019,15,50,13,0
7705,IndiGo,Delhi,Cochin,315,1.0,No info,5636.0,21,5,2019,12,30,7,15
7706,IndiGo,Kolkata,Banglore,290,1.0,No info,4268.0,9,4,2019,20,5,15,15
7707,Jet Airways,Delhi,Cochin,810,2.0,No info,13014.0,9,6,2019,19,0,5,30
7708,Multiple carriers,Delhi,Cochin,720,1.0,No info,13727.0,9,5,2019,21,0,9,0
7709,IndiGo,Kolkata,Banglore,150,0.0,No info,4174.0,9,4,2019,17,45,15,15
7710,Air India,Delhi,Cochin,435,2.0,No info,10493.0,27,3,2019,19,15,12,0
7711,IndiGo,Delhi,Cochin,625,1.0,No info,6794.0,21,5,2019,21,0,10,35
7712,IndiGo,Kolkata,Banglore,315,1.0,No info,7228.0,12,5,2019,2,15,21,0
7713,Jet Airways,Banglore,New Delhi,685,1.0,No info,26890.0,1,3,2019,18,25,7,0
7714,Multiple carriers,Delhi,Cochin,540,1.0,No info,7038.0,1,6,2019,16,10,7,10
7715,Jet Airways,Kolkata,Banglore,1545,1.0,In-flight meal not included,7064.0,1,4,2019,8,15,6,30
7716,Jet Airways,Kolkata,Banglore,1575,1.0,In-flight meal not included,10031.0,24,3,2019,23,25,21,10
7717,Jet Airways,Kolkata,Banglore,520,1.0,In-flight meal not included,9663.0,6,5,2019,4,40,20,0
7718,Air Asia,Banglore,Delhi,170,0.0,No info,4483.0,1,5,2019,2,45,23,55
7719,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5769.0,3,6,2019,11,20,8,20
7720,IndiGo,Kolkata,Banglore,150,0.0,No info,4804.0,24,4,2019,17,45,15,15
7721,Air India,Kolkata,Banglore,155,0.0,No info,4145.0,15,5,2019,23,20,20,45
7722,Air India,Kolkata,Banglore,155,0.0,No info,4880.0,18,5,2019,23,20,20,45
7723,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,6,6,2019,12,0,9,45
7724,Jet Airways,Banglore,New Delhi,745,1.0,1 Long layover,27992.0,1,3,2019,21,20,8,55
7725,IndiGo,Delhi,Cochin,810,1.0,No info,7191.0,9,5,2019,21,0,7,30
7726,Vistara,Banglore,Delhi,160,0.0,No info,5403.0,1,4,2019,9,40,7,0
7727,Jet Airways,Delhi,Cochin,440,2.0,In-flight meal not included,15812.0,9,6,2019,19,0,11,40
7728,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544.0,9,4,2019,22,50,19,50
7729,Air Asia,Delhi,Cochin,340,1.0,No info,11410.0,3,6,2019,22,25,16,45
7730,IndiGo,Chennai,Kolkata,145,0.0,No info,4332.0,3,5,2019,14,0,11,35
7731,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544.0,15,4,2019,20,45,17,45
7732,IndiGo,Kolkata,Banglore,240,1.0,No info,4226.0,24,5,2019,10,20,6,20
7733,Air India,Kolkata,Banglore,155,0.0,No info,4145.0,3,6,2019,23,20,20,45
7734,Multiple carriers,Delhi,Cochin,555,1.0,No info,14848.0,27,6,2019,19,15,10,0
7735,IndiGo,Banglore,Delhi,175,0.0,No info,3419.0,3,4,2019,3,25,0,30
7736,Jet Airways,Banglore,New Delhi,180,0.0,No info,7229.0,24,3,2019,21,55,18,55
7737,SpiceJet,Delhi,Cochin,270,1.0,No info,5830.0,3,6,2019,13,15,8,45
7738,Jet Airways,Banglore,New Delhi,1055,1.0,In-flight meal not included,10972.0,18,3,2019,7,40,14,5
7739,Jet Airways,Kolkata,Banglore,795,1.0,No info,14231.0,24,3,2019,8,10,18,55
7740,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,10844.0,9,6,2019,19,50,18,55
7741,SpiceJet,Kolkata,Banglore,435,1.0,No info,11468.0,12,5,2019,18,30,11,15
7742,Air Asia,Kolkata,Banglore,150,0.0,No info,4409.0,18,5,2019,1,20,22,50
7743,Jet Airways,Delhi,Cochin,1320,2.0,No info,13376.0,27,6,2019,12,35,14,35
7744,IndiGo,Banglore,Delhi,170,0.0,No info,4077.0,21,6,2019,2,20,23,30
7745,Jet Airways,Kolkata,Banglore,690,1.0,No info,13067.0,9,5,2019,21,5,9,35
7746,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,6,6,2019,10,5,7,10
7747,Multiple carriers,Delhi,Cochin,745,1.0,In-flight meal not included,14817.0,9,3,2019,19,15,6,50
7748,IndiGo,Chennai,Kolkata,140,0.0,No info,4326.0,24,3,2019,10,15,7,55
7749,Multiple carriers,Delhi,Cochin,840,1.0,No info,15603.0,3,3,2019,21,0,7,0
7750,Air India,Kolkata,Banglore,1830,2.0,No info,13885.0,24,3,2019,23,15,16,45
7751,Jet Airways,Banglore,New Delhi,1280,1.0,No info,17261.0,6,3,2019,9,0,11,40
7752,Multiple carriers,Delhi,Cochin,565,3.0,No info,15629.0,9,6,2019,21,0,11,35
7753,Air India,Kolkata,Banglore,1170,2.0,No info,6117.0,6,5,2019,4,40,9,10
7754,Jet Airways,Delhi,Cochin,1760,2.0,No info,12819.0,24,6,2019,4,25,23,5
7755,Multiple carriers,Delhi,Cochin,435,1.0,No info,13377.0,27,5,2019,1,30,18,15
7756,Jet Airways,Banglore,New Delhi,495,1.0,No info,26890.0,1,3,2019,15,15,7,0
7757,IndiGo,Banglore,Delhi,175,0.0,No info,3419.0,15,5,2019,3,25,0,30
7758,Air India,Kolkata,Banglore,805,2.0,No info,14960.0,15,5,2019,23,15,9,50
7759,Air India,Mumbai,Hyderabad,75,0.0,No info,11185.0,3,3,2019,20,45,19,30
7760,Air India,Delhi,Cochin,1455,1.0,No info,8372.0,27,5,2019,19,15,19,0
7761,Jet Airways,Delhi,Cochin,620,1.0,In-flight meal not included,10262.0,6,6,2019,12,35,2,15
7762,Air India,Kolkata,Banglore,1255,2.0,No info,11542.0,12,6,2019,13,45,16,50
7763,SpiceJet,Kolkata,Banglore,315,1.0,No info,4649.0,3,4,2019,20,20,15,5
7764,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678.0,9,3,2019,21,10,19,40
7765,SpiceJet,Banglore,Delhi,170,0.0,No info,3971.0,1,6,2019,12,20,9,30
7766,Multiple carriers,Delhi,Cochin,540,1.0,No info,7878.0,3,6,2019,16,10,7,10
7767,Jet Airways,Delhi,Cochin,810,2.0,No info,13014.0,27,6,2019,19,0,5,30
7768,IndiGo,Banglore,Delhi,165,0.0,No info,4423.0,1,5,2019,8,50,6,5
7769,Jet Airways,Delhi,Cochin,865,1.0,In-flight meal not included,10262.0,1,6,2019,4,25,14,0
7770,Vistara,Banglore,Delhi,170,0.0,No info,4668.0,27,5,2019,12,35,9,45
7771,Jet Airways,Kolkata,Banglore,1265,1.0,In-flight meal not included,10844.0,21,5,2019,18,15,21,10
7772,Jet Airways,Delhi,Cochin,1125,2.0,In-flight meal not included,10368.0,24,6,2019,4,25,9,40
7773,IndiGo,Banglore,Delhi,170,0.0,No info,4591.0,21,4,2019,13,0,10,10
7774,IndiGo,Delhi,Cochin,415,1.0,No info,7191.0,6,5,2019,1,30,18,35
7775,Multiple carriers,Delhi,Cochin,395,1.0,No info,9794.0,18,5,2019,12,35,6,0
7776,IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,1,6,2019,6,50,4,0
7777,Jet Airways,Kolkata,Banglore,330,1.0,No info,13626.0,12,6,2019,12,0,6,30
7778,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,9663.0,12,5,2019,9,20,20,0
7779,Multiple carriers,Delhi,Cochin,540,1.0,In-flight meal not included,6093.0,15,6,2019,16,10,7,10
7780,Jet Airways,Banglore,New Delhi,615,1.0,No info,11717.0,12,3,2019,7,40,21,25
7781,Jet Airways,Kolkata,Banglore,800,1.0,No info,14781.0,18,5,2019,9,20,20,0
7782,Jet Airways,Banglore,Delhi,165,0.0,No info,7229.0,3,5,2019,8,45,6,0
7783,GoAir,Banglore,Delhi,165,0.0,No info,3898.0,1,6,2019,23,40,20,55
7784,Jet Airways,Delhi,Cochin,825,1.0,No info,14714.0,3,6,2019,12,35,22,50
7785,Multiple carriers,Delhi,Cochin,560,1.0,No info,7005.0,27,5,2019,21,0,11,40
7786,IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,15,6,2019,17,5,14,45
7787,SpiceJet,Kolkata,Banglore,160,0.0,No check-in baggage included,4413.0,18,3,2019,9,35,6,55
7788,Multiple carriers,Delhi,Cochin,535,1.0,No info,15353.0,6,3,2019,19,15,10,20
7789,IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,1,5,2019,13,0,10,10
7790,IndiGo,Chennai,Kolkata,135,0.0,No info,6297.0,15,3,2019,15,35,13,20
7791,IndiGo,Banglore,New Delhi,175,0.0,No info,6144.0,9,3,2019,22,55,20,0
7792,Air India,Delhi,Cochin,1470,2.0,No info,12257.0,21,5,2019,19,15,18,45
7793,Jet Airways,Delhi,Cochin,1390,2.0,No info,15129.0,21,5,2019,12,35,13,25
